"No.","Time","Source","Destination","Protocol","Length","Info"
"171108","2389.979370","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","133","Standard query response 0x0ac1 A g.whatsapp.net CNAME chat.cdn.whatsapp.net A 157.240.192.55"
"171109","2389.979370","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","145","Standard query response 0x9aa5 AAAA g.whatsapp.net CNAME chat.cdn.whatsapp.net AAAA 2a03:2880:f237:1c6:face:b00c:0:7260"
"171242","2391.246313","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","110","Standard query 0x3e86 A media.fcjb1-2.fna.whatsapp.net"
"171243","2391.246369","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0x51c9 A media-maa2-1.cdn.whatsapp.net"
"171244","2391.246651","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0xbdfd AAAA media-maa2-1.cdn.whatsapp.net"
"171245","2391.246683","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","110","Standard query 0x33a0 AAAA media.fcjb1-2.fna.whatsapp.net"
"171246","2391.246694","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0x36ad A media-tir3-2.cdn.whatsapp.net"
"171247","2391.246774","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x53a8 A mmg.whatsapp.net"
"171248","2391.246855","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0xd253 AAAA media-tir3-2.cdn.whatsapp.net"
"171249","2391.246893","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0xaaed A media-tir3-1.cdn.whatsapp.net"
"171250","2391.246987","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x129b AAAA mmg.whatsapp.net"
"171251","2391.247122","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","109","Standard query 0xe980 AAAA media-tir3-1.cdn.whatsapp.net"
"171252","2391.254649","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","126","Standard query response 0x3e86 A media.fcjb1-2.fna.whatsapp.net A 183.83.48.32"
"171253","2391.254649","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","125","Standard query response 0x51c9 A media-maa2-1.cdn.whatsapp.net A 157.240.23.53"
"171254","2391.254649","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","137","Standard query response 0xbdfd AAAA media-maa2-1.cdn.whatsapp.net AAAA 2a03:2880:f237:c6:face:b00c:0:167"
"171255","2391.254649","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","138","Standard query response 0x33a0 AAAA media.fcjb1-2.fna.whatsapp.net AAAA 2406:7400:48:5:face:b00c:3333:7020"
"171256","2391.254649","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","125","Standard query response 0x36ad A media-tir3-2.cdn.whatsapp.net A 163.70.139.60"
"171257","2391.254649","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","137","Standard query response 0x53a8 A mmg.whatsapp.net CNAME mmx-ds.cdn.whatsapp.net A 157.240.192.52"
"171258","2391.254649","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","137","Standard query response 0xd253 AAAA media-tir3-2.cdn.whatsapp.net AAAA 2a03:2880:f284:1cd:face:b00c:0:167"
"171259","2391.254649","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","125","Standard query response 0xaaed A media-tir3-1.cdn.whatsapp.net A 163.70.138.60"
"171260","2391.254649","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","149","Standard query response 0x129b AAAA mmg.whatsapp.net CNAME mmx-ds.cdn.whatsapp.net AAAA 2a03:2880:f237:1d1:face:b00c:0:167"
"171261","2391.254649","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","137","Standard query response 0xe980 AAAA media-tir3-1.cdn.whatsapp.net AAAA 2a03:2880:f284:d2:face:b00c:0:167"
"172006","2402.833768","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0xcbf9 AAAA substrate.office.com"
"172007","2402.833912","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x3bcd A substrate.office.com"
"172008","2402.833957","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x7255 HTTPS substrate.office.com"
"172009","2402.835617","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","382","Standard query response 0xcbf9 AAAA substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com AAAA 2603:1046:c06:906::2 AAAA 2603:1046:700:5c::2 AAAA 2603:1046:c06:803::2 AAAA 2603:1046:700:48::2 AAAA 2603:1046:c06:896::2 AAAA 2603:1046:c06:894::2 AAAA 2603:1046:c06:8a0::2 AAAA 2603:1046:700:34::2"
"172010","2402.836293","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","286","Standard query response 0x3bcd A substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com A 40.99.60.226 A 40.99.34.146 A 40.100.137.242 A 40.99.8.226 A 40.99.34.242 A 40.99.34.226 A 52.98.87.66 A 52.98.86.162"
"172011","2402.836293","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","241","Standard query response 0x7255 HTTPS substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com SOA ns1-34.azure-dns.com"
"172182","2406.356651","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x99ab A capi.grammarly.com"
"172183","2406.356758","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x5949 AAAA capi.grammarly.com"
"172184","2406.358926","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","226","Standard query response 0x99ab A capi.grammarly.com A 54.158.211.247 A 44.207.186.92 A 54.91.133.175 A 44.208.226.124 A 44.199.221.196 A 3.94.178.198 A 18.234.21.7 A 3.222.109.253"
"172185","2406.358957","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","176","Standard query response 0x5949 AAAA capi.grammarly.com SOA ns-283.awsdns-35.com"
"172189","2406.459601","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x9cd3 AAAA applet-bundles.grammarly.net"
"172190","2406.459938","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x270f A applet-bundles.grammarly.net"
"172191","2406.460133","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x2bfa HTTPS applet-bundles.grammarly.net"
"172192","2406.462324","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x17a0 AAAA applet-bundles.grammarly.net"
"172193","2406.462569","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x3b20 A applet-bundles.grammarly.net"
"172194","2406.464932","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x9cd3 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"172195","2406.464932","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0x270f A applet-bundles.grammarly.net A 18.161.229.94 A 18.161.229.112 A 18.161.229.87 A 18.161.229.44"
"172196","2406.464932","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x2bfa HTTPS applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"172197","2406.466282","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x17a0 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"172198","2406.466282","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0x3b20 A applet-bundles.grammarly.net A 18.161.229.94 A 18.161.229.112 A 18.161.229.87 A 18.161.229.44"
"172508","2409.297385","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0x987d A odc.officeapps.live.com"
"172509","2409.297645","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0x9a9c AAAA odc.officeapps.live.com"
"172510","2409.299621","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0x987d A odc.officeapps.live.com CNAME prod.odcsm1.live.com.akadns.net CNAME asia.odcsm1.live.com.akadns.net CNAME inc-azsc-000.odc.officeapps.live.com CNAME osiprod-inc-bronze-azsc-000.centralindia.cloudapp.azure.com A 52.109.56.130"
"172511","2409.299621","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","292","Standard query response 0x9a9c AAAA odc.officeapps.live.com CNAME prod.odcsm1.live.com.akadns.net CNAME asia.odcsm1.live.com.akadns.net CNAME inc-azsc-000.odc.officeapps.live.com CNAME osiprod-inc-bronze-azsc-000.centralindia.cloudapp.azure.com AAAA 2603:1046:1400::4"
"172546","2409.591169","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0x05da A graph.microsoft.com"
"172547","2409.591398","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0x589e AAAA graph.microsoft.com"
"172548","2409.597346","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","235","Standard query response 0x05da A graph.microsoft.com CNAME ags.privatelink.msidentity.com CNAME www.tm.prd.ags.trafficmanager.net A 20.190.174.42 A 20.190.174.43 A 20.190.174.41"
"172549","2409.597346","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","271","Standard query response 0x589e AAAA graph.microsoft.com CNAME ags.privatelink.msidentity.com CNAME www.tm.prd.ags.trafficmanager.net AAAA 2603:1046:2000:60::83 AAAA 2603:1046:2000:60::84 AAAA 2603:1046:2000:60::80"
"172648","2411.322723","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","97","Standard query 0x0882 A a-ring.msedge.net"
"172649","2411.322782","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","97","Standard query 0x58ed AAAA a-ring.msedge.net"
"172650","2411.325080","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","164","Standard query response 0x0882 A a-ring.msedge.net CNAME a-ring.a-9999.a-msedge.net CNAME a-9999.a-msedge.net A 204.79.197.254"
"172651","2411.325148","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","208","Standard query response 0x58ed AAAA a-ring.msedge.net CNAME a-ring.a-9999.a-msedge.net CNAME a-9999.a-msedge.net SOA ns1.a-msedge.net"
"172703","2411.483126","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0x44e9 A mcr-ring.msedge.net"
"172704","2411.483252","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0x657d AAAA mcr-ring.msedge.net"
"172705","2411.498110","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","188","Standard query response 0x44e9 A mcr-ring.msedge.net CNAME mcr-ring.mcr-9999.mcr-msedge.net CNAME mcr-9999.mcr-msedge.net A 150.171.70.254 A 150.171.69.254"
"172706","2411.498110","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","212","Standard query response 0x657d AAAA mcr-ring.msedge.net CNAME mcr-ring.mcr-9999.mcr-msedge.net CNAME mcr-9999.mcr-msedge.net AAAA 2603:1061:f:101::254 AAAA 2603:1061:f:100::254"
"172760","2411.716361","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0x5f1c A arm-ring.msedge.net"
"172761","2411.716405","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0x6351 AAAA arm-ring.msedge.net"
"172762","2411.719578","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0x5f1c A arm-ring.msedge.net CNAME arm-ring.arm-9999.arm-msedge.net CNAME arm-9999.arm-msedge.net A 4.150.240.254"
"172763","2411.719578","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","184","Standard query response 0x6351 AAAA arm-ring.msedge.net CNAME arm-ring.arm-9999.arm-msedge.net CNAME arm-9999.arm-msedge.net AAAA 2603:1030:a0b::254"
"173002","2413.876744","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xdff9 AAAA applet-bundles.grammarly.net"
"173003","2413.877177","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xf5d8 A applet-bundles.grammarly.net"
"173004","2413.879560","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0xdff9 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"173005","2413.879590","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0xf5d8 A applet-bundles.grammarly.net A 18.161.229.87 A 18.161.229.44 A 18.161.229.94 A 18.161.229.112"
"173722","2429.512040","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0x48b7 A win-extension.femetrics.grammarly.io"
"173723","2429.512106","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0xfe0b AAAA win-extension.femetrics.grammarly.io"
"173724","2429.515763","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","244","Standard query response 0x48b7 A win-extension.femetrics.grammarly.io A 18.232.210.255 A 54.83.202.250 A 3.223.23.200 A 52.3.198.14 A 44.205.114.80 A 34.237.86.124 A 3.210.157.84 A 52.20.107.213"
"173725","2429.515763","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","203","Standard query response 0xfe0b AAAA win-extension.femetrics.grammarly.io SOA ns-1688.awsdns-19.co.uk"
"174446","2445.011155","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","125","Standard query 0x077a A onedriveclucproddm20048.blob.core.windows.net"
"174447","2445.011277","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","125","Standard query 0x7a3d AAAA onedriveclucproddm20048.blob.core.windows.net"
"174449","2445.024641","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","249","Standard query response 0x7a3d AAAA onedriveclucproddm20048.blob.core.windows.net CNAME blob.dm2prdstr03a.store.core.windows.net SOA ns1-05.azure-dns.com"
"174456","2445.039918","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","125","Standard query 0x077a A onedriveclucproddm20048.blob.core.windows.net"
"174457","2445.043009","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","179","Standard query response 0x077a A onedriveclucproddm20048.blob.core.windows.net CNAME blob.dm2prdstr03a.store.core.windows.net A 20.150.95.4"
"174459","2445.085176","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","179","Standard query response 0x077a A onedriveclucproddm20048.blob.core.windows.net CNAME blob.dm2prdstr03a.store.core.windows.net A 20.150.95.4"
"176564","2451.507398","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","90","Standard query 0xf5c6 AAAA c.pki.goog"
"176567","2451.512325","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","153","Standard query response 0xf5c6 AAAA c.pki.goog CNAME pki-goog.l.google.com AAAA 2404:6800:4007:818::2003"
"176684","2451.792203","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x8c92 A x1.c.lencr.org"
"176685","2451.793208","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0x74ef AAAA x1.c.lencr.org"
"176687","2451.794020","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","199","Standard query response 0x8c92 A x1.c.lencr.org CNAME crl.root-x1.letsencrypt.org.edgekey.net CNAME e8652.dscx.akamaiedge.net A 23.47.251.246"
"176688","2451.794691","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","239","Standard query response 0x74ef AAAA x1.c.lencr.org CNAME crl.root-x1.letsencrypt.org.edgekey.net CNAME e8652.dscx.akamaiedge.net AAAA 2600:140f:3:1199::21cc AAAA 2600:140f:3:11a9::21cc"
"176804","2452.073076","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0xf89e A x2.c.lencr.org"
"176805","2452.073165","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","94","Standard query 0xfb3b AAAA x2.c.lencr.org"
"176807","2452.074556","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","199","Standard query response 0xf89e A x2.c.lencr.org CNAME crl.root-x1.letsencrypt.org.edgekey.net CNAME e8652.dscx.akamaiedge.net A 23.47.251.246"
"176809","2452.076790","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","239","Standard query response 0xfb3b AAAA x2.c.lencr.org CNAME crl.root-x1.letsencrypt.org.edgekey.net CNAME e8652.dscx.akamaiedge.net AAAA 2600:140f:3:11a9::21cc AAAA 2600:140f:3:1199::21cc"
"176935","2452.381521","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0x59f3 A ctldl.windowsupdate.com"
"176936","2452.381594","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0xa5cc AAAA ctldl.windowsupdate.com"
"176938","2452.383071","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","467","Standard query response 0x59f3 A ctldl.windowsupdate.com CNAME ctldl.windowsupdate.com.delivery.microsoft.com CNAME wu-b-net.trafficmanager.net CNAME www.download.windowsupdate.com.cdn.dnsv1.com CNAME microsoft-10.ovslegodl.sched.ovscdns.com A 43.175.154.15 A 43.175.154.14 A 43.159.70.68 A 43.159.71.115 A 101.33.1.114 A 43.175.154.12 A 43.159.70.67 A 43.175.154.13 A 43.175.155.12 A 43.159.70.162"
"176939","2452.383403","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","357","Standard query response 0xa5cc AAAA ctldl.windowsupdate.com CNAME ctldl.windowsupdate.com.delivery.microsoft.com CNAME wu-b-net.trafficmanager.net CNAME www.download.windowsupdate.com.cdn.dnsv1.com CNAME microsoft-10.ovslegodl.sched.ovscdns.com SOA ns1.ovscdns.com"
"179731","2469.313322","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x7325 A mobile.events.data.microsoft.com"
"179732","2469.313513","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x754a AAAA mobile.events.data.microsoft.com"
"179733","2469.316099","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","232","Standard query response 0x7325 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus12.westus.cloudapp.azure.com A 20.189.173.13"
"179734","2469.316099","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","276","Standard query response 0x754a AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus12.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"179743","2469.406433","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0x79e2 AAAA ctldl.windowsupdate.com"
"179744","2469.409327","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","357","Standard query response 0x79e2 AAAA ctldl.windowsupdate.com CNAME ctldl.windowsupdate.com.delivery.microsoft.com CNAME wu-b-net.trafficmanager.net CNAME www.download.windowsupdate.com.cdn.dnsv1.com CNAME microsoft-10.ovslegodl.sched.ovscdns.com SOA ns1.ovscdns.com"
"179851","2471.570935","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","90","Standard query 0xb5a4 A c.pki.goog"
